Player,Age,Team,Position,GP,GS,MP,FG,AFD,2_Point_Attempt%,Restricted_Area_Attempt%,Short_Midrange_Attempt%,Mid_Post_Attempt%,Long_Midrange_Attempt%,3_Point_Attempt%,Restricted_Area%,Short_Midrange%,Mid_Post%,Long_Midrange%,2P_Assisted%,3P_Assisted%,Dunks%,Dunks,Corner_3PA%,Corner_3P%,Heaves_Attempted,Heaves_Made,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Point_Per_Shot,PPG,TS%,FGA_Per_Game,3PA_Per_Game,FG_Per_Game,3P_Per_Game,FTA_Per_Game,FT_Per_Game,2P_Unassisted%,3P_Unassisted%,Unassisted_2PM,Unassisted_3PM
Brice Sensabaugh,20,UTA,SF,32,11,584,85,17.3,0.472,0.041,0.248,0.138,0.046,0.528,0.667,0.463,0.567,0.3,0.51,0.794,0.009,2,0.296,0.353,0,0,218,0.39,34,115,0.296,51,103,0.495,0.468,37,41,0.902,16,86,102,55,13,6,47,43,241,0.94,7.53,51.05,6.81,3.59,2.66,1.06,1.28,1.16,0.49,0.21,2.0,13.0
Shake Milton,27,3TM,SG,48,0,581,79,8.1,0.763,0.474,0.272,0.018,0.0,0.237,0.685,0.452,0.0,,0.706,1.0,0.193,21,0.704,0.316,1,0,195,0.405,18,64,0.281,61,131,0.466,0.451,40,49,0.816,14,61,75,60,19,6,31,54,216,0.9,4.5,49.87,4.06,1.33,1.65,0.38,1.02,0.83,0.29,0.0,32.0,18.0
Jarred Vanderbilt,24,LAL,PF,29,6,581,59,12.6,0.672,0.215,0.226,0.205,0.026,0.328,0.69,0.295,0.4,0.6,0.639,0.944,0.0,0,0.391,0.4,1,0,114,0.518,8,27,0.296,51,87,0.586,0.553,24,36,0.667,41,97,138,36,36,5,28,43,150,1.11,5.17,57.76,3.93,0.93,2.03,0.28,1.24,0.83,0.36,0.06,15.0,2.0
Evan Fournier,31,2TM,SG,32,0,580,79,20.0,0.412,0.072,0.158,0.104,0.077,0.588,0.563,0.486,0.652,0.294,0.609,0.848,0.0,0,0.3,0.231,0,0,221,0.357,33,130,0.254,46,91,0.505,0.432,29,36,0.806,5,53,58,48,29,7,21,48,220,0.86,6.88,46.44,6.91,4.06,2.47,1.03,1.12,0.91,0.39,0.15,7.0,18.0
Zeke Nnaji,23,DEN,PF,58,0,576,69,6.1,0.846,0.597,0.215,0.027,0.007,0.154,0.584,0.313,0.25,0.0,0.619,1.0,0.181,24,0.391,0.222,0,0,149,0.463,6,23,0.261,63,126,0.5,0.483,42,62,0.677,61,65,126,32,15,38,27,81,186,0.97,3.21,52.76,2.57,0.4,1.19,0.1,1.07,0.72,0.38,0.0,25.0,6.0
Trey Jemison,24,2TM,C,25,14,573,75,4.1,1.0,0.588,0.279,0.118,0.015,0.0,0.663,0.368,0.5,0.0,0.56,,0.162,18,,,0,0,136,0.551,0,0,,75,136,0.551,0.551,21,25,0.84,64,70,134,27,12,28,34,69,171,1.1,6.84,58.16,5.44,0.0,3.0,0.0,1.0,0.84,0.44,,31.0,
Andre Jackson Jr.,22,MIL,SG,57,8,572,50,13.8,0.54,0.27,0.15,0.1,0.02,0.46,0.741,0.267,0.7,1.0,0.515,1.0,0.16,16,0.63,0.345,0,0,100,0.5,17,46,0.37,33,54,0.611,0.585,8,11,0.727,43,70,113,50,16,6,28,92,125,1.17,2.19,59.61,1.75,0.81,0.88,0.3,0.19,0.14,0.48,0.0,-15.0,17.0
Jared Butler,23,WAS,SG,40,0,566,98,13.9,0.612,0.214,0.328,0.05,0.02,0.388,0.86,0.424,0.7,0.5,0.365,0.667,0.01,2,0.154,0.5,3,0,201,0.488,24,78,0.308,74,123,0.602,0.547,31,36,0.861,9,49,58,126,29,8,50,58,251,1.09,6.28,57.88,5.03,1.95,2.45,0.6,0.9,0.78,0.64,0.33,10.0,-9.0
Kevin Knox,24,DET,SF,31,11,560,86,15.6,0.495,0.188,0.194,0.081,0.032,0.505,0.686,0.583,0.6,0.167,0.782,0.968,0.124,20,0.372,0.343,0,0,186,0.462,31,94,0.33,55,92,0.598,0.546,20,22,0.909,18,57,75,23,13,7,22,50,223,1.09,7.19,56.98,6.0,3.03,2.77,1.0,0.71,0.65,0.22,0.03,33.0,28.0
Lamar Stevens,26,2TM,PF,38,3,559,108,9.8,0.808,0.308,0.242,0.188,0.071,0.192,0.622,0.414,0.4,0.353,0.543,1.0,0.1,21,0.565,0.231,1,0,240,0.45,14,46,0.304,94,194,0.485,0.479,42,54,0.778,36,91,127,28,23,22,24,45,272,0.96,7.16,51.56,6.32,1.21,2.84,0.37,1.42,1.11,0.46,0.0,48.0,14.0
Richaun Holmes,30,2TM,C,40,10,555,82,3.7,0.98,0.578,0.361,0.041,0.0,0.02,0.694,0.396,0.167,,0.716,1.0,0.204,28,0.667,0.5,0,0,147,0.558,1,3,0.333,81,144,0.563,0.561,34,47,0.723,71,111,182,25,11,19,24,74,199,1.12,4.97,59.34,3.68,0.08,2.05,0.02,1.18,0.85,0.28,0.0,53.0,1.0
Tristan Thompson,32,CLE,C,49,0,549,73,3.4,0.992,0.658,0.3,0.033,0.0,0.008,0.684,0.472,0.5,,0.548,,0.2,20,0.0,,1,0,120,0.608,0,1,0.0,73,119,0.613,0.608,15,52,0.288,73,101,174,51,12,14,29,59,161,1.22,3.29,56.34,2.45,0.02,1.49,0.0,1.06,0.31,0.45,,28.0,
Julian Strawther,21,DEN,SF,50,0,545,82,18.6,0.378,0.131,0.144,0.086,0.018,0.622,0.621,0.469,0.368,0.25,0.659,0.951,0.009,2,0.116,0.375,0,0,222,0.369,41,138,0.297,41,84,0.488,0.462,22,31,0.71,5,56,61,47,17,7,23,54,227,0.92,4.54,48.17,4.44,2.76,1.64,0.82,0.62,0.44,0.34,0.05,7.0,36.0
Omer Yurtseven,25,UTA,C,48,12,545,99,7.4,0.87,0.332,0.467,0.049,0.022,0.13,0.738,0.5,0.444,0.5,0.66,1.0,0.185,29,0.458,0.273,0,0,184,0.538,5,24,0.208,94,160,0.588,0.552,19,28,0.679,72,136,208,29,8,18,37,52,222,1.1,4.62,56.54,3.83,0.5,2.06,0.1,0.58,0.4,0.34,0.0,60.0,5.0
Vit Krejci,23,ATL,PG,22,14,541,51,18.8,0.346,0.144,0.115,0.067,0.019,0.654,0.667,0.583,0.714,0.5,0.696,0.929,0.038,4,0.279,0.368,0,0,104,0.49,28,68,0.412,23,36,0.639,0.625,5,6,0.833,11,41,52,50,13,6,20,48,135,1.25,6.14,63.3,4.73,3.09,2.32,1.27,0.27,0.23,0.3,0.07,-7.0,21.0
Bones Hyland,23,LAC,PG,37,5,540,97,17.5,0.462,0.135,0.203,0.084,0.04,0.538,0.647,0.412,0.333,0.3,0.302,0.5,0.008,2,0.126,0.353,1,0,251,0.386,44,135,0.326,53,116,0.457,0.474,18,23,0.783,5,50,55,93,26,4,44,51,256,0.95,6.92,49.02,6.78,3.65,2.62,1.19,0.62,0.49,0.7,0.5,-17.0,-6.0
Jalen McDaniels,26,TOR,SF,50,1,538,65,12.9,0.624,0.201,0.339,0.063,0.021,0.376,0.553,0.453,0.25,0.0,0.679,0.917,0.042,7,0.296,0.286,0,0,189,0.344,12,71,0.169,53,118,0.449,0.376,27,37,0.73,18,61,79,37,19,6,30,52,169,0.75,3.38,41.16,3.78,1.42,1.3,0.24,0.74,0.54,0.32,0.08,21.0,4.0
Scotty Pippen Jr.,23,MEM,PG,21,16,527,100,12.6,0.645,0.32,0.182,0.118,0.025,0.355,0.646,0.432,0.417,0.4,0.414,0.833,0.025,4,0.097,0.571,0,0,203,0.493,30,72,0.417,70,131,0.534,0.567,41,55,0.745,22,45,67,98,36,10,56,60,271,1.13,12.9,59.64,9.67,3.43,4.76,1.43,2.62,1.95,0.59,0.17,11.0,13.0
Sasha Vezenkov,28,SAC,PF,42,0,511,84,17.7,0.372,0.199,0.141,0.021,0.01,0.628,0.763,0.333,0.0,0.5,0.795,0.978,0.005,1,0.308,0.432,1,0,191,0.44,45,120,0.375,39,71,0.549,0.558,12,15,0.8,30,66,96,19,20,7,12,42,225,1.12,5.36,56.93,4.55,2.86,2.0,1.07,0.36,0.29,0.2,0.02,19.0,43.0
Danuel House Jr.,30,PHI,SF,34,4,509,47,14.5,0.524,0.343,0.124,0.019,0.038,0.476,0.694,0.308,1.0,0.25,0.719,0.933,0.038,4,0.48,0.375,2,0,105,0.448,15,50,0.3,32,55,0.582,0.519,35,46,0.761,16,42,58,28,15,5,19,45,144,1.04,4.24,57.49,3.09,1.47,1.38,0.44,1.35,1.03,0.28,0.07,4.0,8.0
Mark Williams,22,CHO,C,19,19,508,98,2.6,1.0,0.742,0.245,0.013,0.0,0.0,0.741,0.378,0.5,,0.633,,0.331,47,,,0,0,151,0.649,0,0,,98,151,0.649,0.649,46,64,0.719,76,108,184,22,16,20,17,50,242,1.3,12.74,67.54,7.95,0.0,5.16,0.0,3.37,2.42,0.37,,61.0,
Jaden Springer,21,2TM,SG,49,2,507,59,12.5,0.676,0.284,0.243,0.115,0.034,0.324,0.69,0.306,0.412,0.4,0.429,0.9,0.054,8,0.438,0.238,0,0,148,0.399,10,48,0.208,49,100,0.49,0.432,35,42,0.833,33,45,78,44,36,15,34,66,163,0.86,3.33,48.95,3.02,0.98,1.2,0.2,0.86,0.71,0.57,0.1,-8.0,0.0
Patrick Baldwin Jr.,21,WAS,SF,38,7,493,59,18.0,0.374,0.219,0.097,0.026,0.032,0.626,0.676,0.267,0.25,0.0,0.714,1.0,0.058,9,0.165,0.375,0,0,155,0.381,31,97,0.32,28,58,0.483,0.481,19,28,0.679,17,106,123,29,18,15,19,56,168,0.96,4.42,50.2,4.08,2.55,1.55,0.82,0.74,0.5,0.29,0.0,-1.0,31.0
Robert Covington,33,2TM,PF,29,6,488,43,19.0,0.429,0.245,0.143,0.031,0.01,0.571,0.625,0.571,0.333,0.0,0.75,1.0,0.031,3,0.268,0.467,0,0,98,0.439,19,56,0.339,24,42,0.571,0.536,22,26,0.846,31,66,97,24,39,18,11,56,127,1.07,4.38,58.02,3.38,1.93,1.48,0.66,0.9,0.76,0.25,0.0,-1.0,19.0
P.J. Tucker,38,2TM,PF,31,10,486,18,20.5,0.3,0.14,0.1,0.02,0.04,0.7,0.571,0.0,0.0,0.5,0.6,1.0,0.0,0,0.971,0.382,0,0,50,0.36,13,35,0.371,5,15,0.333,0.49,3,3,1.0,28,57,85,16,16,7,8,54,52,0.98,1.68,50.66,1.61,1.13,0.58,0.42,0.1,0.1,0.4,0.0,-35.0,13.0
Tari Eason,22,HOU,PF,22,0,480,88,9.9,0.735,0.434,0.185,0.069,0.048,0.265,0.561,0.371,0.462,0.556,0.471,1.0,0.122,20,0.3,0.267,0,0,189,0.466,18,50,0.36,70,139,0.504,0.513,21,33,0.636,46,107,153,27,31,19,20,51,215,1.03,9.77,52.82,8.59,2.27,4.0,0.82,1.5,0.95,0.53,0.0,17.0,18.0
Monte Morris,28,2TM,PG,33,0,476,62,17.5,0.542,0.111,0.098,0.203,0.131,0.458,0.588,0.2,0.419,0.45,0.314,0.926,0.0,0,0.3,0.476,2,0,153,0.405,27,70,0.386,35,83,0.422,0.493,13,19,0.684,7,50,57,69,19,9,7,14,164,0.99,4.97,50.82,4.64,2.12,1.88,0.82,0.58,0.39,0.69,0.07,-34.0,20.0
Bol Bol,24,PHO,PF,43,0,469,93,13.4,0.656,0.185,0.272,0.146,0.053,0.344,0.929,0.683,0.591,0.5,0.789,1.0,0.106,15,0.596,0.419,0,0,151,0.616,22,52,0.423,71,99,0.717,0.689,15,19,0.789,32,105,137,17,10,25,19,42,223,1.38,5.19,69.97,3.51,1.21,2.16,0.51,0.44,0.35,0.21,0.0,50.0,22.0
Isaiah Livers,25,DET,PF,23,6,469,40,19.2,0.336,0.155,0.086,0.017,0.078,0.664,0.667,0.3,0.0,0.333,0.778,1.0,0.034,4,0.364,0.286,1,0,116,0.345,22,77,0.286,18,39,0.462,0.44,12,18,0.667,15,33,48,25,13,5,16,43,114,0.88,4.96,46.0,5.04,3.35,1.74,0.96,0.78,0.52,0.22,0.0,-4.0,22.0
Anthony Gill,31,WAS,PF,50,3,466,75,9.5,0.744,0.356,0.338,0.044,0.006,0.256,0.667,0.426,0.429,1.0,0.692,1.0,0.038,5,0.293,0.083,0,0,160,0.469,10,41,0.244,65,119,0.546,0.5,29,36,0.806,37,57,94,34,13,11,23,48,189,1.0,3.78,53.74,3.2,0.82,1.5,0.2,0.72,0.58,0.31,0.0,34.0,10.0
Yuta Watanabe,29,2TM,SF,34,0,464,41,18.7,0.267,0.095,0.103,0.043,0.026,0.733,0.818,0.333,0.6,0.0,0.563,1.0,0.043,5,0.412,0.286,0,0,116,0.353,25,85,0.294,16,31,0.516,0.461,10,17,0.588,11,43,54,15,12,7,19,39,117,0.92,3.44,47.38,3.41,2.5,1.21,0.74,0.5,0.29,0.44,0.0,-28.0,25.0
Nassir Little,23,PHO,SF,45,2,458,57,16.4,0.435,0.21,0.161,0.032,0.032,0.565,0.769,0.6,0.25,0.75,0.722,1.0,0.097,12,0.357,0.32,0,0,124,0.46,21,70,0.3,36,54,0.667,0.544,17,20,0.85,14,61,75,21,10,10,14,39,152,1.09,3.38,57.23,2.76,1.56,1.27,0.47,0.44,0.38,0.28,0.0,8.0,21.0
Sandro Mamukelashvili,24,SAS,C,46,5,451,73,13.4,0.587,0.323,0.213,0.045,0.006,0.413,0.66,0.515,0.429,1.0,0.611,1.0,0.077,10,0.297,0.263,3,0,155,0.471,19,64,0.297,54,91,0.593,0.532,25,34,0.735,45,102,147,49,7,12,19,35,190,1.06,4.13,55.9,3.37,1.39,1.59,0.41,0.74,0.54,0.39,0.0,15.0,19.0
Alex Len,30,SAC,C,48,0,444,50,4.9,0.963,0.506,0.37,0.062,0.025,0.037,0.805,0.433,0.4,1.0,0.72,,0.321,20,0.333,0.0,0,0,81,0.617,0,3,0.0,50,78,0.641,0.617,20,34,0.588,46,82,128,50,11,33,27,66,120,1.23,2.5,62.53,1.69,0.06,1.04,0.0,0.71,0.42,0.28,,22.0,
Thomas Bryant,26,MIA,C,38,4,441,86,7.5,0.852,0.43,0.315,0.06,0.047,0.148,0.766,0.596,0.444,0.143,0.695,1.0,0.248,34,0.273,0.333,0,0,149,0.577,4,22,0.182,82,127,0.646,0.591,41,47,0.872,40,101,141,23,10,16,21,46,217,1.18,5.71,63.94,3.92,0.58,2.26,0.11,1.24,1.08,0.31,0.0,51.0,4.0
Thaddeus Young,35,2TM,PF,33,6,439,65,4.6,0.935,0.528,0.333,0.065,0.009,0.065,0.667,0.611,0.429,1.0,0.734,1.0,0.046,5,0.571,0.25,0,0,108,0.602,1,7,0.143,64,101,0.634,0.606,6,15,0.4,46,57,103,57,23,5,15,49,137,1.21,4.15,59.77,3.27,0.21,1.97,0.03,0.45,0.18,0.27,0.0,37.0,1.0
Skylar Mays,26,2TM,SG,38,5,433,63,12.4,0.66,0.201,0.264,0.151,0.044,0.34,0.406,0.476,0.375,0.714,0.277,0.875,0.038,4,0.148,0.25,0,0,159,0.396,16,54,0.296,47,105,0.448,0.447,13,17,0.765,10,33,43,85,21,4,20,26,155,0.89,4.08,46.55,4.18,1.42,1.66,0.42,0.45,0.34,0.72,0.12,-25.0,4.0
Chuma Okeke,25,ORL,SF,47,8,432,40,20.2,0.268,0.107,0.116,0.018,0.027,0.732,0.917,0.385,0.0,0.333,0.765,0.957,0.045,4,0.293,0.375,1,0,112,0.357,23,82,0.28,17,30,0.567,0.46,4,7,0.571,18,62,80,20,9,7,16,19,107,0.92,2.28,46.49,2.38,1.74,0.85,0.49,0.15,0.09,0.24,0.04,-7.0,19.0
Dominick Barlow,20,SAS,PF,33,1,420,56,7.4,0.92,0.398,0.257,0.221,0.044,0.08,0.578,0.483,0.48,0.2,0.698,1.0,0.088,9,0.889,0.375,0,0,113,0.496,3,9,0.333,53,104,0.51,0.509,29,42,0.69,45,68,113,36,12,14,9,47,144,1.02,4.36,54.76,3.42,0.27,1.7,0.09,1.27,0.88,0.3,0.0,23.0,3.0
Reggie Bullock,32,HOU,SF,44,0,417,34,22.1,0.183,0.049,0.037,0.049,0.049,0.817,1.0,0.333,0.25,0.25,1.0,0.963,0.0,0,0.433,0.552,0,0,82,0.415,27,67,0.403,7,15,0.467,0.579,1,1,1.0,6,67,73,15,12,5,10,29,96,1.16,2.18,58.22,1.86,1.52,0.77,0.61,0.02,0.02,0.0,0.04,7.0,23.0
Patty Mills,35,2TM,PG,32,5,415,46,20.2,0.336,0.046,0.122,0.069,0.099,0.664,0.833,0.313,0.556,0.538,0.545,0.958,0.0,0,0.276,0.375,0,0,131,0.351,24,87,0.276,22,44,0.5,0.443,11,11,1.0,9,26,35,34,20,1,16,32,127,0.89,3.97,46.75,4.09,2.72,1.44,0.75,0.34,0.34,0.45,0.04,-23.0,20.0
Trent Forrest,25,ATL,SG,38,0,414,34,8.4,0.889,0.244,0.467,0.178,0.0,0.111,0.591,0.238,0.563,,0.281,1.0,0.011,1,0.4,0.0,0,0,90,0.378,2,10,0.2,32,80,0.4,0.389,13,17,0.765,11,40,51,92,11,3,20,25,83,0.78,2.18,42.57,2.37,0.26,0.89,0.05,0.45,0.34,0.72,0.0,-40.0,2.0
Svi Mykhailiuk,26,BOS,SF,41,2,413,57,21.9,0.212,0.109,0.036,0.051,0.015,0.788,0.667,0.8,0.143,0.0,0.733,0.929,0.036,3,0.278,0.533,1,0,137,0.416,42,108,0.389,15,29,0.517,0.569,6,9,0.667,11,40,51,35,11,1,12,19,162,1.14,3.95,57.46,3.34,2.63,1.39,1.02,0.22,0.15,0.27,0.07,-12.0,35.0
Wesley Matthews,37,ATL,SG,36,3,413,34,19.7,0.289,0.113,0.082,0.082,0.01,0.711,0.455,0.375,0.25,0.0,0.9,0.958,0.0,0,0.391,0.444,0,0,97,0.351,24,69,0.348,10,28,0.357,0.474,18,24,0.75,9,44,53,23,16,11,8,43,110,0.95,3.06,51.13,2.69,1.92,0.94,0.67,0.67,0.5,0.1,0.04,0.0,20.0
Aleksej Pokusevski,22,2TM,PF,28,0,405,49,16.8,0.545,0.231,0.207,0.033,0.074,0.455,0.786,0.28,0.5,0.0,0.774,1.0,0.05,6,0.291,0.188,0,0,121,0.405,18,55,0.327,31,66,0.47,0.479,30,41,0.732,17,72,89,35,15,13,19,22,146,0.96,5.21,52.5,4.32,1.96,1.75,0.64,1.46,1.07,0.23,0.0,8.0,18.0
Luka Šamanić,24,UTA,PF,43,7,404,60,12.5,0.595,0.215,0.373,0.006,0.0,0.405,0.735,0.356,1.0,,0.681,1.0,0.063,9,0.359,0.261,0,0,158,0.38,13,64,0.203,47,94,0.5,0.421,44,56,0.786,22,80,102,19,5,7,28,32,177,0.84,4.12,48.46,3.67,1.49,1.4,0.3,1.3,1.02,0.32,0.0,15.0,13.0
Javon Freeman-Liberty,24,TOR,PG,22,6,403,55,12.2,0.661,0.306,0.234,0.089,0.032,0.339,0.579,0.448,0.727,0.5,0.467,1.0,0.032,3,0.262,0.364,0,0,124,0.444,10,42,0.238,45,82,0.549,0.484,33,36,0.917,16,54,70,40,10,4,25,28,153,0.97,6.95,54.71,5.64,1.91,2.5,0.45,1.64,1.5,0.53,0.0,-8.0,10.0
Derrick Rose,35,MEM,PG,24,7,399,76,11.6,0.752,0.279,0.267,0.127,0.079,0.248,0.652,0.318,0.333,0.769,0.426,0.867,0.0,0,0.341,0.5,0,0,165,0.461,15,41,0.366,61,124,0.492,0.506,24,27,0.889,7,38,45,78,8,2,31,21,191,1.01,7.96,53.99,6.88,1.71,3.17,0.62,1.12,1.0,0.57,0.13,4.0,2.0
DeAndre Jordan,35,DEN,C,36,2,396,58,2.0,1.0,0.828,0.161,0.011,0.0,0.0,0.675,0.4,0.0,,0.724,,0.441,37,,,0,0,93,0.624,0,0,,58,93,0.624,0.624,26,53,0.491,54,103,157,26,6,16,23,56,142,1.25,3.94,61.04,2.58,0.0,1.61,0.0,1.47,0.72,0.28,,30.0,
Lester Quiñones,23,GSW,SG,37,0,394,56,15.5,0.467,0.289,0.111,0.056,0.011,0.533,0.654,0.4,0.2,1.0,0.652,1.0,0.078,7,0.292,0.214,0,0,141,0.397,32,88,0.364,24,53,0.453,0.511,20,29,0.69,21,51,72,36,6,2,17,44,164,1.02,4.43,53.33,3.81,2.38,1.51,0.86,0.78,0.54,0.35,0.0,-11.0,32.0
Kobe Brown,24,LAC,PF,44,0,394,37,19.1,0.376,0.113,0.163,0.099,0.0,0.624,0.625,0.391,0.357,,0.458,0.938,0.021,3,0.182,0.5,2,1,90,0.411,14,48,0.292,23,42,0.548,0.489,1,2,0.5,20,42,62,25,12,6,9,49,89,0.98,2.02,48.97,2.05,1.09,0.84,0.32,0.05,0.02,0.54,0.06,-31.0,8.0
Eugene Omoruyi,26,WAS,SF,43,0,393,81,9.9,0.725,0.419,0.269,0.018,0.018,0.275,0.671,0.422,0.333,0.333,0.618,0.923,0.066,11,0.174,0.0,0,0,167,0.485,13,46,0.283,68,121,0.562,0.524,32,49,0.653,35,50,85,35,27,5,21,62,207,1.05,4.81,54.89,3.88,1.07,1.88,0.3,1.14,0.74,0.38,0.08,30.0,5.0
Matt Ryan,26,NOP,SF,28,1,390,49,22.6,0.195,0.027,0.035,0.08,0.053,0.805,0.667,0.5,0.222,0.333,1.0,0.927,0.0,0,0.319,0.552,0,0,113,0.434,41,91,0.451,8,22,0.364,0.615,13,14,0.929,6,34,40,18,6,1,19,32,152,1.23,5.43,63.78,4.04,3.25,1.75,1.46,0.5,0.46,0.0,0.07,8.0,34.0
Justin Minaya,24,POR,SF,34,1,381,22,17.5,0.338,0.243,0.081,0.014,0.0,0.662,0.556,0.0,0.0,,0.4,0.917,0.041,2,0.245,0.333,0,0,74,0.297,12,49,0.245,10,25,0.4,0.378,5,9,0.556,30,26,56,21,9,10,9,35,61,0.76,1.79,39.12,2.18,1.44,0.65,0.35,0.26,0.15,0.6,0.08,-50.0,4.0
Johnny Juzang,22,UTA,SG,20,5,372,51,19.3,0.3,0.027,0.236,0.018,0.018,0.7,1.0,0.538,0.5,0.5,0.789,1.0,0.009,1,0.442,0.382,0,0,110,0.464,32,77,0.416,19,33,0.576,0.609,10,14,0.714,7,29,36,23,4,2,13,29,144,1.22,7.2,61.98,5.5,3.85,2.55,1.6,0.7,0.5,0.21,0.0,-2.0,32.0
Noah Clowney,19,BRK,PF,23,4,370,50,10.5,0.645,0.419,0.215,0.011,0.0,0.355,0.795,0.3,1.0,,0.763,1.0,0.118,11,0.606,0.45,0,0,93,0.538,12,33,0.364,38,60,0.633,0.602,21,30,0.7,26,55,81,18,8,16,15,25,133,1.2,5.78,62.62,4.04,1.43,2.17,0.52,1.3,0.91,0.24,0.0,14.0,12.0
Tosan Evbuomwan,22,2TM,SF,17,8,367,36,13.2,0.549,0.254,0.296,0.0,0.0,0.451,0.722,0.524,,,0.833,1.0,0.014,1,0.719,0.435,0,0,71,0.507,12,32,0.375,24,39,0.615,0.592,17,25,0.68,18,42,60,16,6,5,9,23,101,1.18,5.94,61.59,4.18,1.88,2.12,0.71,1.47,1.0,0.17,0.0,7.0,12.0
Ousmane Dieng,20,OKC,PF,33,0,365,49,17.5,0.397,0.19,0.129,0.043,0.034,0.603,0.818,0.333,0.4,0.75,0.857,1.0,0.112,13,0.314,0.5,0,0,116,0.422,21,70,0.3,28,46,0.609,0.513,14,16,0.875,10,41,51,37,8,5,19,22,133,1.03,4.03,54.05,3.52,2.12,1.48,0.64,0.48,0.42,0.14,0.0,14.0,21.0
Jontay Porter,24,TOR,PF,26,5,360,40,16.8,0.423,0.231,0.096,0.077,0.019,0.577,0.542,0.6,0.0,0.5,0.65,1.0,0.038,2,0.083,0.6,0,0,104,0.385,20,60,0.333,20,44,0.455,0.481,15,18,0.833,26,56,82,60,20,20,21,35,115,0.96,4.42,51.38,4.0,2.31,1.54,0.77,0.69,0.58,0.35,0.0,-15.0,20.0
Ben Simmons,27,BRK,PG,15,12,359,43,3.2,1.0,0.649,0.297,0.054,0.0,0.0,0.75,0.273,0.25,,0.581,,0.149,11,,,0,0,74,0.581,0,0,,43,74,0.581,0.581,6,15,0.4,31,88,119,86,12,9,27,36,92,1.16,6.13,57.07,4.93,0.0,2.87,0.0,1.0,0.4,0.42,,1.0,
Brandon Boston Jr.,22,LAC,SF,32,0,345,65,13.9,0.677,0.205,0.168,0.211,0.093,0.323,0.636,0.296,0.5,0.333,0.588,0.786,0.068,11,0.25,0.385,0,0,161,0.404,14,52,0.269,51,109,0.468,0.447,23,33,0.697,19,33,52,13,11,8,24,40,167,0.89,5.22,47.57,5.03,1.62,2.03,0.44,1.03,0.72,0.41,0.21,10.0,-7.0
Jarace Walker,20,IND,PF,33,0,340,45,17.4,0.5,0.164,0.136,0.082,0.118,0.5,0.5,0.267,0.556,0.385,0.565,0.818,0.036,4,0.182,0.3,0,0,110,0.409,22,55,0.4,23,55,0.418,0.509,8,9,0.889,12,51,63,40,15,11,17,29,120,1.02,3.64,52.65,3.33,1.67,1.36,0.67,0.27,0.24,0.44,0.18,-21.0,4.0
JaVale McGee,36,SAC,C,46,0,339,79,4.9,0.947,0.492,0.417,0.03,0.008,0.053,0.769,0.509,0.0,0.0,0.769,1.0,0.303,35,0.0,,0,0,132,0.598,1,7,0.143,78,125,0.624,0.602,26,45,0.578,42,84,126,17,14,20,34,46,185,1.2,4.02,60.94,2.87,0.15,1.72,0.02,0.98,0.57,0.23,0.0,55.0,1.0
Olivier-Maxence Prosper,21,DAL,PF,40,1,336,40,12.8,0.567,0.356,0.135,0.038,0.038,0.433,0.595,0.214,0.0,0.5,0.704,1.0,0.125,13,0.533,0.25,0,0,104,0.385,13,45,0.289,27,59,0.458,0.447,28,41,0.683,25,54,79,22,7,4,8,20,121,0.89,3.02,49.57,2.6,1.12,1.0,0.32,1.02,0.7,0.3,0.0,-3.0,13.0
Jeremiah Robinson-Earl,23,NOP,PF,39,1,334,45,13.0,0.589,0.284,0.211,0.063,0.032,0.411,0.63,0.5,0.833,0.0,0.75,1.0,0.084,7,0.513,0.4,0,0,95,0.474,13,39,0.333,32,56,0.571,0.542,12,16,0.75,23,53,76,21,10,4,16,24,115,1.08,2.95,56.35,2.44,1.0,1.15,0.33,0.41,0.31,0.25,0.0,7.0,13.0
Neemias Queta,24,BOS,C,28,0,333,67,3.2,1.0,0.567,0.375,0.048,0.01,0.0,0.78,0.462,0.4,1.0,0.701,,0.288,28,,,0,0,104,0.644,0,0,,67,104,0.644,0.644,20,28,0.714,53,69,122,20,13,21,13,50,154,1.29,5.5,66.2,3.71,0.0,2.39,0.0,1.0,0.71,0.3,,37.0,
Julian Phillips,20,CHI,SF,40,0,323,32,13.6,0.506,0.39,0.078,0.013,0.026,0.494,0.467,0.667,1.0,0.5,0.75,1.0,0.091,4,0.579,0.455,0,0,77,0.416,12,38,0.316,20,39,0.513,0.494,13,19,0.684,12,24,36,13,7,7,10,40,89,0.99,2.22,52.13,1.92,0.95,0.8,0.3,0.48,0.32,0.25,0.0,-5.0,12.0
Cody Zeller,31,NOP,C,43,0,320,26,3.8,0.952,0.661,0.258,0.016,0.016,0.048,0.512,0.25,0.0,0.0,0.56,1.0,0.145,9,0.0,,0,0,62,0.419,1,3,0.333,25,59,0.424,0.427,23,38,0.605,48,64,112,39,9,5,16,45,76,0.85,1.77,48.27,1.44,0.07,0.6,0.02,0.88,0.53,0.44,0.0,-19.0,1.0
